"","amos","ls1","ls2","ls3","ls4","nls_quest","nls_asym","gis","lis","qis","nld","spikedF","spikedOp","spikedSt"
"589",1.76599500236382,446.884697202367,446.867980754572,367.033710438253,367.059375014227,2.59244643246173,355.683301259761,1.69772319076677,1.46268146494063,2.49189701591479,1.90398051273073,456.322289887999,456.335985342587,456.300973171616
"590",1.76472843012734,448.113550471511,448.100987171738,366.502395215731,366.52169076722,33.2387562396049,370.959075810273,1.68845959623342,1.45943141700346,2.46285705083114,1.89698540953464,451.048249087938,451.061878298368,451.027240833952
"591",1.76287995860011,448.553797095471,448.533164618243,367.625389012647,367.67267159101,3.62984637588574,360.79986325417,1.69090721783009,1.45850184714363,2.478902977349,1.89725261884609,459.805434334814,459.818842038878,459.784185285734
"592",1.7678058893724,447.817530297434,447.800249888877,365.455316011421,365.500986807671,24.6185172133481,369.328568327132,1.68383987342603,1.45904064378068,2.46250212009623,1.89928609932756,458.535327882271,458.54850941427,458.513927563779
"593",1.76856626371169,445.742700542794,445.709259774158,365.322214928154,365.43694348289,38.8404608407755,360.083677657525,1.68603291012119,1.45930363378001,2.46389234579933,1.89958089587423,451.08624356394,451.09992275233,451.064244701643
"594",1.76805870201927,444.758138012919,444.740244595056,365.231554400114,365.262551151003,13.2794595155418,368.465459521092,1.70031439186798,1.4652634844588,2.49429107434279,1.89974395475468,448.820077445772,448.834049838427,448.798096007325
"595",1.77381790133072,448.198956148827,448.191143833383,369.293043580015,369.289485389176,24.8576198461467,355.023730053771,1.68686755782613,1.4649272774744,2.45466400852976,1.90437777817276,452.343539653474,452.357143283484,452.322503678572
"596",1.76256451653645,446.910823704442,446.895833219352,367.064166839814,367.062059070209,33.786834030437,359.102494600861,1.6942278575492,1.45861415623046,2.49742474333292,1.89779246835491,455.043128725442,455.057143954976,455.021360646413
"597",1.76365411431201,447.84814638061,447.829437592683,366.871504235512,366.918953648899,19.6590770487409,359.759098586207,1.69776877699523,1.46087409967178,2.50204134726332,1.90087995017774,464.672609838798,464.685834263291,464.651761040067
"598",1.77406060924699,446.36053167457,446.334909851349,365.909562265059,365.94925906071,2.34287858096364,361.796114050173,1.69003460992295,1.46430528037162,2.46589136147366,1.90637006772616,448.698378431654,448.71236831269,448.675306674292
"599",1.76379014277122,448.089247755848,448.070201239557,368.510878337136,368.569971359751,5.84275210843349,368.429897181972,1.68999416685513,1.4587519340518,2.47666889398057,1.8974277075758,458.156384756323,458.170043296869,458.134915765797
"600",1.76954814248488,443.854265321375,443.821995129134,364.563928486603,364.642027337988,2.36232002051575,360.930706886322,1.6824782994495,1.45948467025806,2.45142575490547,1.90173435032888,459.86559746847,459.87910687971,459.843689979943
"601",1.76528280158729,450.969574781651,450.968732941353,370.261908940065,370.235107861816,2.65720245255044,357.617304527751,1.68665120517481,1.45841067848973,2.46537042318031,1.89834811608879,456.714944863888,456.728405034005,456.694078848346
"602",1.7622122716115,446.750700248419,446.739546131703,366.175666463392,366.192656476762,3.13923687384852,371.367910635303,1.69264699829642,1.45868111177011,2.49219668149058,1.89809188927358,440.368250815036,440.381447901327,440.346056855572
"603",1.76313750876735,450.643065784741,450.617917282459,370.387977855816,370.444570973925,3.31590816561718,354.594411565767,1.69620657347681,1.45966243289088,2.49643006876971,1.89989440456625,461.72077002212,461.734858938631,461.699134265548
"604",1.76850809885143,445.676735661586,445.664528941027,364.61790011973,364.649270773454,3.35263503211938,357.437848664724,1.6926733461936,1.46265667016124,2.48275080166006,1.90128874040932,445.919468401749,445.932663871312,445.898286504869
"605",1.76753573693176,446.717406540165,446.691437529711,367.011856409642,367.064221189356,22.2274074131651,364.739950058588,1.68512755033803,1.45837677005003,2.46590615800047,1.89909888273026,450.901603412661,450.915034753432,450.879587011017
"606",1.7628934594674,447.655337072382,447.630699219458,367.404729384667,367.46156620309,10.274948910786,363.164811981308,1.70738577517486,1.46307810234143,2.52635485627353,1.89987137589727,456.129330732763,456.143171080437,456.107856097135
