"","amos","ls1","ls2","ls3","ls4","nls_quest","nls_asym","gis","lis","qis","nld","spikedF","spikedOp","spikedSt"
"1",0.0486349359352737,0.0345628143204348,0.0345634761785351,0.0331735527469277,0.033178498284526,0.03597087346591,0.0359829572717537,0.0377184651142712,0.0400230818701785,0.0363693004946904,0.0478709777371071,0.0475849269260304,0.0466863622313468,0.0481568507717264
"2",0.0498629505919224,0.034545120915525,0.0345465295088922,0.0331116177326357,0.0331149215559978,0.0365358997498136,0.0366278333368509,0.0385667213403376,0.0410026309512374,0.0371191368190397,0.0490399321056665,0.0469652411600065,0.0457368143397225,0.0476423374124406
"3",0.0482828190822938,0.0340928442325701,0.0340991563727952,0.0330859989700101,0.0330813758153758,0.0357358181852835,0.0356905952603169,0.0374162830238652,0.0397117020245838,0.036072004450959,0.0474891240465514,0.0467431813006245,0.0456591988011763,0.0473535061329882
"4",0.0495080039095054,0.0347479367649071,0.0347417944896598,0.0329473660972689,0.0329556374257062,0.0365945520893415,0.0365499122085787,0.0384043654687686,0.0408530675762582,0.0369546842394864,0.048705147643333,0.047978693581765,0.0472473106161542,0.0485291684897059
"5",0.0512275023624422,0.0348293440101049,0.0348288889168635,0.0334943482937351,0.0335014475389156,0.0377500906114859,0.0377133365668616,0.0395832364861458,0.0419992061213939,0.0381283343040646,0.0503454119596671,0.0470843352413135,0.0461385666168076,0.0476845347495147
"6",0.0491896521995178,0.0346083007388353,0.0346130593869497,0.032810642543091,0.0328115787289177,0.0361239189549916,0.036322190936134,0.0380433197749332,0.0404225463447241,0.0366473855183866,0.0484034953924234,0.0470700263112383,0.0460091846123502,0.0477668678559799
"7",0.0488626491997446,0.0341745276848182,0.0341935972920125,0.0326573571180371,0.0326324204101796,0.0358114982935734,0.0359143672787623,0.0378443959304026,0.0402620962695339,0.0364170706653057,0.0480850005816534,0.0470779629706967,0.0462088164060414,0.0477207790895186
"8",0.0482372156692761,0.0342566738522256,0.0342527590509833,0.032535854795827,0.0325406746644206,0.035480100742889,0.0356307544175623,0.0374014101646136,0.0397357363238962,0.0360394574560554,0.0475004404868575,0.047536671936327,0.0469356539999623,0.0480548683997559
"9",0.048994302169881,0.0345627220054958,0.0345630558891469,0.0326795876652209,0.0326872668483153,0.0363915458408957,0.0361694975845723,0.0379882511186457,0.0404067986474733,0.0365698426312808,0.0481980329475612,0.0483549139097229,0.047286829143078,0.0489221545836744
"10",0.0486746007085924,0.0343236647805411,0.0343242176300648,0.0323981282725905,0.0324040183051761,0.0360757815144715,0.0360439992624276,0.0376707511572449,0.0399663153270164,0.0363328764803186,0.0479095373106103,0.0474226282485692,0.0462103220375476,0.0479712986099647
"11",0.0488062240536058,0.0343861996125043,0.0343847313449818,0.0327796515764828,0.032785331791013,0.0359975988622878,0.0359787349061477,0.0377671955887387,0.0401933024341346,0.0363408870638832,0.0480231202909451,0.0472723494618047,0.0460035025550035,0.0479544194403511
