"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0.00788927683196811,0.235933706984114,0.0291279068350193,8.60417582793266e-19,0,3.10004104865694e-18,0.0915183227915947,0.0679317012433581,0,4.00428738059498e-19,8.14101655655294e-18,0.119771827289804,4.24699400582727e-17,0,0.0214935155524163,0.0236314249484745,3.04591302193797e-18,0.0561160265934995,0.0158244448226865,0,0,0.168877573231134,0,0,0.16188427287593
"2",0.00626062088760043,0.235727309340158,0.0295749761428936,7.91877480467765e-19,0,0,0.0891404950176453,0.0668304903187017,0,0,5.93246111110946e-18,0.11719226716437,4.27302139305351e-17,2.57081616784206e-17,0.017116240387143,0.0216802632187677,0,0.05027592777466,0.012949336687251,0,1.59139544950579e-17,0.189552236862075,7.71777400336227e-19,5.84314901845644e-17,0.163699836198734
"3",0.00649479416200208,0.237630483126316,0.0327015779796303,0,0,1.31193411742844e-17,0.0891082028551162,0.063729672795502,0,4.58803127553391e-19,5.3846302110462e-18,0.118267511584296,0,0,0.0194247729424831,0.0163741632990598,8.0427073203789e-18,0.0515482963751356,0.00851493765172451,8.67361737988404e-19,8.99226608506024e-18,0.186426753134782,7.31032746032882e-18,8.31516426803492e-17,0.169778834093953
"4",0.00423437661975094,0.232644337822849,0.0316496765143834,1.94112455511489e-18,9.71811726820141e-18,8.59955811917475e-19,0.0852929833341579,0.065839510440234,7.76426365514192e-18,0,0,0.118394829331457,3.96833863821002e-17,0,0.0218492923574563,0.0164042069003428,0,0.0513136216341664,0.00811957055887894,8.67361737988403e-19,0,0.191734724408406,1.98440582755801e-18,2.00923881774111e-17,0.172522870077917
"5",0.00297762156526366,0.223512802230578,0.0303789427241406,0,1.53215225874996e-17,0,0.0837663407371196,0.0660132014777948,1.53486140838629e-17,2.35510621486464e-20,3.35912578086336e-18,0.122107738566853,0,0,0.0216129986215987,0.024345884687574,8.30152045608786e-19,0.0533146861224173,0.00782858615322627,0,3.39576497111784e-17,0.196944435865087,6.3929336961499e-18,0,0.167196761248346
"6",0.00771438676739556,0.225720344460701,0.0320190636015017,2.13407594967208e-18,0,0,0.0824605687521532,0.0676002421480276,0,4.06933949208244e-19,0,0.121859929657622,2.59194235753256e-17,1.2543523279034e-18,0.0179300616574907,0.0211991974870824,0,0.0537287541003539,0.00297870356548307,0,5.54857361046105e-18,0.200284772167386,1.15457066278911e-17,1.82489206109796e-17,0.166503975634803
"7",0.0018975963737256,0.238429273580063,0.0339250871314601,0,1.26315687919238e-17,1.7560754037891e-17,0.0860244764901296,0.07012327701413,0,0,0,0.128222418326814,0,4.19709303014875e-18,0.0182187248602918,0.0123428419972116,1.37667339136221e-18,0.0667424534388687,0.00940796346574497,0,1.46554906575962e-17,0.174485165589833,0,0,0.160180721731728
"8",0.00533665542758423,0.252696415542652,0.0277790242071638,0,8.13908680524556e-18,0,0.0960813166488899,0.0672588364626535,6.25296414846685e-18,0,0,0.128816233005524,7.80999288682957e-17,0,0.00734398058149001,0.00881437232600458,1.63521955650363e-18,0.0665023932001846,0.00786751528908297,0.00538550456207659,0,0.168694888679174,2.00609761434258e-18,0,0.15742286406752
"9",0.00421690375724957,0.246645453228172,0.0262834499340044,4.50297363477317e-19,8.77296351949043e-18,8.3504928011112e-18,0.0882649286604489,0.0637760446855136,4.76947959933069e-19,0,1.00447691453597e-17,0.130795213671094,0,0,0.00716711613536981,0.00708385616541894,6.74237144964357e-18,0.0812764382307435,0.00287932561308078,0.0142341240968249,1.07444789341377e-17,0.175190765240996,2.34914034264572e-18,4.8777131779258e-17,0.152186380581084
"10",0.00132391908510987,0.236370627546124,0.0267306495499565,0,0,1.07394089265675e-17,0.089287584379007,0.0610407234392021,0,0,0,0.128435074841701,4.36708916678495e-17,0,0.00578414414448119,0.00975281915019384,0,0.0817115757765153,0.00156371447789139,0.0116004974469784,1.34600399610157e-17,0.19346210315712,0,0,0.152936567005719
"11",0,0.241269150235533,0.0268251859383725,0,0,1.30530132845157e-18,0.0864876856051945,0.0608498629526899,0,1.54032654352238e-18,1.59891012932301e-17,0.128034250352952,1.87786205444791e-17,1.74685507603947e-17,0.00587634256102169,0.0096120823733033,2.25166360330419e-18,0.0826756846910802,0.00316489823718082,0.012103551350524,0,0.190885786068729,8.22421601621626e-19,5.89719631816765e-17,0.15221551963342
"12",3.05422428410962e-22,0.238882465909482,0,0,0,0,0.0951458671153658,0.0685629816991616,8.31218579903016e-18,2.81415496632848e-19,1.69041678088915e-18,0.13132758649072,1.63682713025477e-17,4.07057650778461e-18,0.00707151650492563,0.00634536775674952,0,0.0893315915149661,0.000580163287513648,0.0156653790486258,0,0.180030405972447,0,0,0.167056674700043
"13",0,0.253380529963308,0.00315639669889607,0,0,3.05923696541552e-20,0.0959031814726849,0.0554542599267151,0,2.92295564335227e-19,0,0.125819770009887,0,7.9406005605756e-19,0.0211012267792022,0.021180493567009,2.59055644372094e-18,0.0566351521121537,0,0.0184703939296172,6.10577616493449e-18,0.168567732086365,3.51785152305921e-18,1.68564374807535e-17,0.180330863454162
"14",0.00434029877116929,0.204100585119436,4.09319989532598e-18,0,0,0,0.103653468993734,0.0637904191061933,0,0,0,0.113550674219385,1.63817345115599e-17,0,0,1.9086097301076e-20,0,0.0404637436963766,0.00101111412863232,0.0236450197186354,0,0.262940879220615,0,5.81591719080282e-18,0.182503797025823
"15",0.00846118572398448,0.206798546238544,1.13322135327757e-18,0,0,0,0.116560878007847,0.0602528873228175,0,0,4.46236908085618e-18,0.113555827991919,0,1.57362214257439e-17,0,0,7.04470942042456e-18,0.0342574736821277,0.00194132517805231,0.0177176308704361,0,0.257630996297014,2.25977801021277e-18,5.96673699196e-17,0.182823248687257
"16",0.00630985341277905,0.202003598964133,0,2.88216692101362e-19,1.17803589521785e-17,0,0.11895062598893,0.0567486393756554,6.90439388546803e-17,0,0,0.10888415774195,2.88200190536772e-17,0,0,5.64628194458695e-18,8.89234490413565e-18,0.0307825184098689,0.00876851480408154,0.0240650709726311,0,0.26495858120997,0,0,0.178528439120001
"17",0.00528430829365231,0.200937928729074,0,1.75721850696662e-19,0,0,0.116977007029159,0.0556842641219226,0,8.62885355370232e-18,0,0.108623502887842,7.93105604671795e-17,0,0,0,1.04958018874594e-17,0.031625801388036,0.00975382919217706,0.0224739980279105,0,0.271919751219619,0,0,0.176719609110607
"18",0.00653150628202476,0.201384309523919,1.17072285184706e-17,2.06767536638676e-18,0,4.55069537539241e-21,0.120759889921017,0.0535688964616549,0,1.65042477995127e-18,7.36103413028701e-18,0.10718572995776,1.99306387741193e-17,0,0,0,7.11579629754817e-18,0.029221097878713,0.00845171665861444,0.02495567461093,0,0.272671233616809,0,1.08972088320962e-16,0.175269945088558
"19",0.00577921174921107,0.201544008450461,8.70461768290416e-18,0,0,1.88572723315583e-17,0.126506815157476,0.0518578956659961,0,0,0,0.109691984574309,0,1.61601271428169e-17,3.48553550030156e-18,0,1.46647799243691e-17,0.0290015711790341,0.00693206475161937,0.0233071381317471,4.40823576819992e-17,0.270263365706492,0,7.9601169951506e-18,0.175115944633653
"20",0,0.197449122453189,1.74866436630906e-18,0,0,0,0.126864582723652,0.0444598726142702,0,1.67626156816547e-18,1.26587850923589e-18,0.111103411786594,9.78619122987912e-18,0,0,0,5.3884682067604e-18,0.0327423823261002,0.00203493103978439,0.0245729374638044,0,0.283930826168193,0,0,0.176841933424414
"21",0.00114685388834633,0.196430746384151,6.34899599163066e-18,3.52670352330361e-18,0,0,0.126419797461584,0.0442931315399439,0,0,2.33184594199593e-19,0.113120565580769,0,7.61680227949437e-18,4.76920618997859e-18,0,7.08992520584046e-18,0.0337763962227115,0.000130614815286971,0.0248277001003568,0,0.28190800767756,0,4.14074149101263e-17,0.17794618632929
"22",0,0.212165987170218,1.07036096889199e-17,5.33527670065382e-18,0,2.89083937518179e-18,0.103414054922308,0.0446800134845576,2.26793827674314e-17,2.80578653533251e-18,0.00844621813821473,0.123672195124632,4.42113155019989e-17,0,0,1.07585310973459e-17,0,0.0175166430851799,0,0.0624591302807237,5.67964528676965e-18,0.26557338937395,0,0,0.162072368420216
"23",1.41445907759751e-18,0.214152285117407,6.97163448886559e-18,2.84548056162888e-18,1.7551637551704e-17,0,0.105775024697348,0.040586945798001,5.93935652204023e-17,6.33286846761415e-18,0.0200090043229671,0.121472934248127,0,0,0,1.96459848723187e-17,7.05484457050993e-18,0.0124847367688147,0,0.0594560808230606,8.41202213642606e-18,0.265734813305839,0,9.36591952527177e-19,0.160328174918436
"24",7.21426895318254e-19,0.211536876430111,0,1.43963664969446e-17,0,1.20597823070324e-17,0.108858101213242,0.0409969409801814,0,0,0.0171532420038878,0.119385366930281,0,0,0,0,1.16708768634994e-17,0.00567797632199076,0,0.0664375700743145,1.74245289126123e-17,0.270473498298181,0,2.30071726694832e-17,0.15948042774781
"25",2.19158798409039e-18,0.204005474405521,2.2183125279247e-17,0,9.43834167724087e-18,0,0.105742466923539,0.0451594444767572,3.42369469855557e-18,0,0.0340485007003238,0.131241013929433,2.54227882438208e-18,7.03308801863288e-17,1.02935895566262e-17,0,1.16041817842163e-17,0.00466420047620696,4.42109312526208e-18,0.0552744106952647,0,0.262484293544548,0,8.6841500149979e-18,0.157380194848406
"26",0,0.20593033534944,1.07434297576482e-17,6.03781227137744e-18,0,0,0.104895954325826,0.0456839392839537,2.24140480895868e-19,4.68213104163531e-17,0.0349138524654338,0.132797653494324,1.7725937129893e-17,5.28809636750199e-17,0,0,1.16383971730233e-17,0.00700856493466838,4.50901868243984e-18,0.0548112087131871,6.03061688247946e-18,0.256226944613364,0,0,0.157731546819803
"27",1.85316260792439e-19,0.19683047229747,2.506441246856e-17,7.08038204785078e-18,0,2.55539499911427e-17,0.0968058278174138,0.0481888798595013,0,0,0.0311221636782033,0.132375517971292,0,6.3462853650715e-17,0,0,3.84029163036216e-18,0.0173169039357044,0,0.0511166525734013,0,0.261391354640171,0,4.78730848356187e-17,0.164852227226843
"28",9.13228415077531e-19,0.19334435292329,0,0,0,1.32410699843572e-17,0.0898633844302263,0.0528289579889548,4.56119068039438e-17,0,0.0266682351069795,0.134923763182393,0,1.0084648021143e-18,0,1.23688301505492e-17,0,0.0235583748598826,4.16454125739422e-19,0.049757788375582,0,0.261664829637644,0,0,0.167390313495048
"29",0,0.191383278606186,9.70159063216207e-18,0,4.62642152201141e-18,6.82076565354824e-18,0.0859286734143477,0.0514845764203412,1.09477788582731e-17,0,0.0237600349348286,0.135207157543834,0,0,0,0,0,0.0268004819079366,1.55575392113994e-19,0.0491642297267357,1.72513139648617e-17,0.268696868973542,0,0,0.167574698472248
"30",6.44222022972454e-18,0.193715202167716,1.83702833951389e-17,0,1.03295417758766e-17,8.07151449266638e-18,0.0906660745420549,0.0432579959623847,0,0,0.016967170645806,0.143256613189411,4.42318240392825e-17,0,1.78711884836473e-18,0,0,0.0233175308735435,0,0.0643165039659049,3.24144990135617e-18,0.259993085859859,0,0,0.16450982279332
"31",0,0.195534444567823,0,0,1.06869531412625e-17,1.30768457838975e-18,0.0826662941284598,0.0566378453385341,0,0,0.0134646512399208,0.139542539816995,3.98902337437049e-17,2.31149264164041e-17,1.98875941704846e-18,1.09069149039615e-17,6.62277295016869e-18,0.0305858603497894,1.19083730559267e-18,0.063505114731008,3.48166177934356e-18,0.261386554271257,0,0,0.156676695556213
"32",2.96567915816517e-18,0.192675116135201,2.23091082593838e-17,0.00891382444774993,4.14074244831601e-18,0,0.0933874898962321,0.0484639547882302,1.56822156796926e-17,0,0.0110723538811303,0.134184584592059,0,2.80403161211238e-17,2.06797057020887e-20,1.38554086596889e-17,1.94752335388247e-18,0.0353484194528515,0,0.0764061610647865,1.75760214590904e-17,0.254713582537155,0,2.09318543352533e-17,0.144834513204604
"33",0,0.196176915996669,0,0.0126373304348814,0,3.6367778314045e-18,0.0863291125761323,0.0424241712566856,0,0,0.0232835156962268,0.135166728122652,2.8699697958687e-17,0,1.22058320774603e-17,5.55611594320933e-18,0,0.0398419427818861,0.00295648950004797,0.075807429040629,0,0.24445267312607,0,0,0.14092369146812
"34",0,0.182114262183026,0,0.0284521732749686,1.74783257623292e-18,3.95428170028988e-18,0.0688429272651625,0.0730628676474932,0,3.2936960868764e-18,0.0158588202518369,0.128187786840807,0,0,0,0,0,0.0506358830078595,0.0113677890776729,0.0698993342615824,0,0.256173292032586,3.54748169354929e-19,8.09599988088322e-18,0.115404864157005
"35",0,0.188923126896755,0,0.0137823246718821,3.02730501921503e-18,2.56876802097585e-18,0.0656160793126994,0.0707082158762099,1.33834020625312e-17,0,0.0141562154338794,0.0996037222710554,0,0,0.0281879553928483,0.0220548567890931,0,0.0547554075037345,0.0114017415522397,0.0588136949074295,8.77207475090301e-18,0.27836715985705,0,0,0.0936294995351244
"36",2.24177576703113e-18,0.183884500265258,3.19030974588627e-17,0.00929520348173459,0,0,0.064637969003481,0.074979947916043,0,5.46950390810699e-18,0.0167699542164766,0.100133528979118,0,0,0.0308019295646763,0.02272508735627,6.97214853589e-18,0.0557986045346989,0.013078823435397,0.060416031419912,1.50865662425412e-17,0.275764814007316,0,9.02759657398901e-18,0.0917136058196185
"37",5.77969175454866e-18,0.180354467393283,2.33512948376106e-18,0.0165374292320952,0,0,0.0648155560227249,0.0816504901732187,0,0,0.0138524940386212,0.101270801876292,0,1.30400327245952e-17,0.0301882564760562,0.0226584177554854,0,0.060878521589534,0.00907385588153244,0.0638071990374144,7.18609397224709e-18,0.269067134849333,2.76421166574783e-20,0,0.0858453756744105
"38",1.958557864366e-18,0.182842945985161,2.23247369261068e-17,0.0164006722578281,0,6.08907125268496e-18,0.0635187640286244,0.0895910622193935,2.46792825155085e-18,0,0.0172205161879624,0.0991687525235893,7.59905571885496e-18,2.00553661950407e-17,0.0197090823138805,0.0328219749853911,6.07017130992359e-18,0.0631537746279016,0.00173424041210621,0.0651020581307398,1.97443046584547e-17,0.261553177784074,0,0,0.0871829785433481
"39",0,0.181660570030773,3.20180439183586e-18,0.00760237816447481,0,0,0.0748796487433767,0.0857435315000743,0,0,0.0358303246553468,0.102667825864523,5.30359528691803e-17,0,0.0225847001311998,0.0257218969778933,0,0.0501246763815605,0.0151536614211361,0.069179826548017,1.83747754786705e-17,0.248646768998667,0,4.01238762115641e-18,0.0802041905829581
"40",2.41094321760218e-19,0.179736825101351,2.89742688197637e-18,0.00783009026436125,0,4.36607537400023e-19,0.0745995788124242,0.0800046062146385,2.00570108266709e-17,0,0.0338864075762557,0.119963033436605,0,0,0.0271593391771315,0.0337684458806656,3.78087502042633e-19,0.0506428459442804,0.0191174046690974,0.0674574716091539,9.03164673541637e-18,0.236117705443835,0.00521948690726356,3.21332233260912e-17,0.0644967589629368
"41",0,0.166488934271558,0,0.000945081320664682,0,0,0.090202023920515,0.0778111755281944,0,2.16840434497101e-19,0.0222975018531911,0.14398248811157,2.48692572409283e-17,0,0.0271469743992997,0.0196116018537985,2.05447881969756e-19,0.0517102355659441,0.0206719958169418,0.089945641776265,0,0.243857019124272,0,1.42155099416123e-18,0.0453293264577855
"42",0,0.166255364476772,3.33852832959989e-17,0.00407507806150464,0,4.61086928421149e-18,0.0924775234285429,0.0735083334555233,0,0.00144930625016161,0.024157574494046,0.145381867395077,4.6740786572351e-17,0,0.0258312530714964,0.0211462799023247,0,0.051869532622272,0.0205584769359676,0.0877283001809466,5.10287815602291e-18,0.245108901248181,0,1.22987041659305e-17,0.0404522084771849
"43",1.44560101091746e-18,0.172909747682497,5.11417743378282e-18,0,1.77844587005466e-19,0,0.0980097220187688,0.0679503515654613,8.58971806522602e-18,0,0.0332924856237782,0.1491694292891,0,0,0.0227546752998039,0.0192805877512527,5.9210271212055e-19,0.0411173883084896,0.0167084504099159,0.0783952286911419,2.46790847066896e-17,0.252172328637551,1.67251856211985e-19,0,0.04823960472224
"44",0,0.172383977015998,3.71197933093576e-17,1.9011551157197e-20,0,3.24451911745285e-18,0.0972395003726149,0.0683224846216324,8.98709485349135e-19,0,0.0323872418156121,0.149304566795279,5.19616125697835e-18,0,0.0228693819415644,0.019370330362887,4.48926651789532e-18,0.0402848329299581,0.0166405058288905,0.0776527764942761,1.23177092916786e-17,0.254788323622636,0,0,0.0487560781986503
"45",4.44757688459936e-18,0.170424213931383,0,2.11119747648988e-18,8.42135908524037e-18,0,0.105534505356577,0.0539579410177283,0,0.00683271210480348,0.0349608301420887,0.155238665243762,3.99118263840563e-17,1.65398405842997e-17,0.0390555378599768,0,7.79334316334717e-19,0.043709400481881,0.0123921715238272,0.0688317526792051,1.21120852237859e-17,0.255231425098172,1.73719504462423e-19,1.85694162762133e-17,0.0538308445605949
"46",1.18418099193694e-18,0.169141024775189,4.22546948828445e-17,8.34177180383432e-18,0,1.43396289242265e-18,0.106120536898067,0.054818015001904,0,0.00563849105000837,0.0342904403171885,0.149539553695227,0,2.91439701498951e-17,0.0294803206636948,0,2.9153330745776e-18,0.0441208052796363,0.00883831273711077,0.0615342900237737,1.07978582077579e-18,0.279464453156609,1.15180018608257e-19,0,0.057013756401591
"47",0,0.157907126664304,0,4.89881087327973e-18,0,1.37527507871635e-19,0.119771008043992,0.0521453514039343,0,0.0207147611156932,0.0404307314247384,0.142608447247059,4.11573904943002e-18,0,0.026582566714235,1.39722200730944e-22,0,0.037698939913005,0.0071166075079309,0.0503489490578681,0,0.286474515948404,0,0,0.0582009949588367
"48",0,0.165389437659271,2.32966878036805e-17,1.4371926409706e-17,1.49573354621199e-18,0,0.120749898294047,0.0640455611119902,8.88878117344366e-18,0.0165680491068207,0.0456689435303609,0.141302861106546,6.41595039681118e-17,9.22844489193644e-18,0.0226620672054672,0,1.09303012188544e-19,0.0377515878365082,0.00906561780673212,0.0549526455112474,1.78890062499326e-18,0.26737195142471,0,0,0.0544713794062987
"49",4.79526241254082e-18,0.115557498699493,0,8.72644906450174e-19,0,0,0.117214993253979,0.0388616697991335,8.8136121669228e-19,0.00622830688847818,0.0755523570086756,0.133321728192272,3.37794746584312e-17,4.10535480981772e-18,0.0029207651514642,3.89747461919007e-18,0.0324903888278588,0.0338221129312256,0,0.0473341630489144,3.68434945585205e-18,0.312425240914807,4.90105019314118e-19,0,0.0842707752836981
"50",2.32393143165274e-18,0.111119333952153,0,0,4.56549025603542e-18,0,0.116892871512847,0.0251482656335969,5.11084364710792e-19,0.00375289828316277,0.071506904869746,0.183296453372552,5.99391715277813e-18,1.54859174971847e-17,8.22111080881337e-19,0,0.0206205414996583,0.0323047604136733,0,0.0329721434425469,2.47484374092699e-18,0.318311463227099,9.97613834031655e-19,2.09937650531418e-19,0.084074363792965
"51",2.29081702644843e-17,0.106579309605151,4.7463676681373e-17,0,4.11597264214833e-19,0,0.110536190794985,0.0219651940868567,0,0.0032906853933077,0.0769583761388151,0.209953422710008,0,1.04872140358303e-17,0,0,0.0254252933877455,0.0297962820217739,0,0.0254976510280558,1.89970078323847e-18,0.308719247613858,0,0,0.0812783472194441
"52",4.4609111721301e-18,0.141125127403349,0,0,1.5494648768721e-17,1.14303556626442e-20,0.102768642304332,0.012500257282364,0,0.00403503118187242,0.0789942245754616,0.214679039003257,0,9.38159252495751e-18,0,5.19009182560931e-18,0.0216870900695981,0.0294759231270621,0,0.022925611464956,8.12904174243959e-19,0.292923918512897,0,5.16853113486663e-19,0.0788851350748511
"53",0,0.112504762292481,0,0,2.89706203974818e-18,0,0.10472424050199,0.0150756290327614,2.15955817455997e-18,0.00719922717261065,0.0894130850202022,0.199400591566026,3.74137154131023e-18,1.66483626442743e-18,4.37667488280007e-19,0,0.0304753054707676,0.0304376747717764,0,0.0194883632656432,3.62451310673372e-18,0.304918691375314,1.53592613367765e-18,0,0.086362429530428
"54",0,0.111824738175988,0,2.56905967911262e-17,5.06941280518563e-18,0,0.103519670748894,0.016540934480705,0,0.00381701077249738,0.0909389322599095,0.199956183246888,7.31182434324521e-18,8.77822282885809e-18,4.32251247548234e-18,0,0.0329601230913833,0.0302473390898078,7.87530477362175e-18,0.0212155000266538,0,0.301088614291606,4.22018540312595e-19,3.72990847981629e-18,0.0878909538156658
"55",0,0.101747574658839,0,7.55146679426162e-17,0,0.000703256502141413,0.0986875604358317,0.0142368731920064,0,0.000780295435299666,0.102411351200298,0.213785474700894,4.24892107130615e-17,3.68554528590269e-18,3.47083154568067e-18,0,0.0435811809763694,0.0329771799004262,4.90070080719564e-18,0.0232697097775832,0,0.300312408625582,0,0,0.0675071345947287
"56",0,0.10343300072409,7.88381258426808e-18,1.81563159575632e-17,0,0.000738312026225835,0.0949127459716144,0.0132753612859581,0,0.00244120509263625,0.10118018658502,0.217742526439228,2.751016700641e-17,6.75590162201569e-18,0,2.87619033552954e-18,0.0437073048365078,0.0320628582265877,0,0.0250712799849448,1.92659794157452e-18,0.300630502271608,1.46108777433287e-18,0,0.0648047165555793
"57",0,0.103658176310633,2.305655574451e-17,0,0,0,0.100407018694958,0.0144251890981488,5.02415201944361e-20,0.00173720075987088,0.103788423470227,0.214777876328403,0,0,0,3.3652173944338e-18,0.0382272400053882,0.0200754266354815,0,0.0254569632356784,6.00780571668029e-18,0.301418929914475,1.90508250422115e-18,4.42931705153724e-18,0.0760275555467369
