"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",-1.71409558756505,-1.71409558756505,-1.71409558756505,-1.71409558756505,-1.71409558756505,-1.71409558756505,-1.71409558756505,-1.71409558756505
"2",-0.57384319839153,-0.57384319839153,-0.57384319839153,-0.57384319839153,-0.57384319839153,-0.57384319839153,-0.57384319839153,-0.57384319839153
"3",-0.256535785732362,-0.256535785732362,-0.256535785732362,-0.256535785732362,-0.256535785732362,-0.256535785732362,-0.256535785732362,-0.256535785732362
"4",1.33292380134073,1.33292380134073,1.33292380134073,1.33292380134073,1.33292380134073,1.33292380134073,1.33292380134073,1.33292380134073
"5",-3.17291566807342,-3.17291566807342,-3.17291566807342,-3.17291566807342,-3.17291566807342,-3.17291566807342,-3.17291566807342,-3.17291566807342
"6",1.52977994540257,1.52977994540257,1.52977994540257,1.52977994540257,1.52977994540257,1.52977994540257,1.52977994540257,1.52977994540257
"7",6.59310270730419,6.59310270730419,6.59310270730419,6.59310270730419,6.59310270730419,6.59310270730419,6.59310270730419,6.59310270730419
"8",0.585060669623815,0.585060669623815,0.585060669623815,0.585060669623815,0.585060669623815,0.585060669623815,0.585060669623815,0.585060669623815
"9",5.87663772107914,5.87663772107914,5.87663772107914,5.87663772107914,5.87663772107914,5.87663772107914,5.87663772107914,5.87663772107914
"10",5.5894078974891,5.5894078974891,5.5894078974891,5.5894078974891,5.5894078974891,5.5894078974891,5.5894078974891,5.5894078974891
"11",0.378388508950381,0.378388508950381,0.378388508950381,0.378388508950381,0.378388508950381,0.378388508950381,0.378388508950381,0.378388508950381
"12",5.43551626678861,5.43551626678861,5.43551626678861,5.43551626678861,5.43551626678861,5.43551626678861,5.43551626678861,5.43551626678861
"13",-2.87422421112525,-2.87422421112525,-2.87422421112525,-2.87422421112525,-2.87422421112525,-2.87422421112525,-2.87422421112525,-2.87422421112525
"14",0.590748635867213,0.590748635867213,0.590748635867213,0.590748635867213,0.590748635867213,0.590748635867213,0.590748635867213,0.590748635867213
"15",3.15411457115339,3.15411457115339,3.15411457115339,3.15411457115339,3.15411457115339,3.15411457115339,3.15411457115339,3.15411457115339
"16",1.52978293725991,1.52978293725991,1.52978293725991,1.52978293725991,1.52978293725991,1.52978293725991,1.52978293725991,1.52978293725991
"17",0.287407404231893,0.287407404231893,0.287407404231893,0.287407404231893,0.287407404231893,0.287407404231893,0.287407404231893,0.287407404231893
"18",1.07517706882361,1.07517706882361,1.07517706882361,1.07517706882361,1.07517706882361,1.07517706882361,1.07517706882361,1.07517706882361
