"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",-3.05818382007703,-3.05818382007703,-3.05818382007703,-3.05818382007703,-3.05818382007703,-3.05818382007703,-3.05818382007703,-3.05818382007703
"2",12.5498908047324,12.5498908047324,12.5498908047324,12.5498908047324,12.5498908047324,12.5498908047324,12.5498908047324,12.5498908047324
"3",-5.33519941985155,-5.33519941985155,-5.33519941985155,-5.33519941985155,-5.33519941985155,-5.33519941985155,-5.33519941985155,-5.33519941985155
"4",-13.2657478152061,-13.2657478152061,-13.2657478152061,-13.2657478152061,-13.2657478152061,-13.2657478152061,-13.2657478152061,-13.2657478152061
"5",3.38684402527296,3.38684402527296,3.38684402527296,3.38684402527296,3.38684402527296,3.38684402527296,3.38684402527296,3.38684402527296
"6",3.00374611846737,3.00374611846737,3.00374611846737,3.00374611846737,3.00374611846737,3.00374611846737,3.00374611846737,3.00374611846737
"7",3.47770073981464,3.47770073981464,3.47770073981464,3.47770073981464,3.47770073981464,3.47770073981464,3.47770073981464,3.47770073981464
"8",8.25338950166168,8.25338950166168,8.25338950166168,8.25338950166168,8.25338950166168,8.25338950166168,8.25338950166168,8.25338950166168
"9",16.8935017418764,16.8935017418764,16.8935017418764,16.8935017418764,16.8935017418764,16.8935017418764,16.8935017418764,16.8935017418764
"10",-0.337534242621237,-0.337534242621237,-0.337534242621237,-0.337534242621237,-0.337534242621237,-0.337534242621237,-0.337534242621237,-0.337534242621237
"11",8.62266191275658,8.62266191275658,8.62266191275658,8.62266191275658,8.62266191275658,8.62266191275658,8.62266191275658,8.62266191275658
"12",8.43092277578223,8.43092277578223,8.43092277578223,8.43092277578223,8.43092277578223,8.43092277578223,8.43092277578223,8.43092277578223
"13",15.615110933845,15.615110933845,15.615110933845,15.615110933845,15.615110933845,15.615110933845,15.615110933845,15.615110933845
"14",2.24604806373321,2.24604806373321,2.24604806373321,2.24604806373321,2.24604806373321,2.24604806373321,2.24604806373321,2.24604806373321
"15",0.92502066251665,0.92502066251665,0.92502066251665,0.92502066251665,0.92502066251665,0.92502066251665,0.92502066251665,0.92502066251665
"16",3.10669107992792,3.10669107992792,3.10669107992792,3.10669107992792,3.10669107992792,3.10669107992792,3.10669107992792,3.10669107992792
"17",-2.30493697913824,-2.30493697913824,-2.30493697913824,-2.30493697913824,-2.30493697913824,-2.30493697913824,-2.30493697913824,-2.30493697913824
"18",0.710671278931099,0.710671278931099,0.710671278931099,0.710671278931099,0.710671278931099,0.710671278931099,0.710671278931099,0.710671278931099
"19",-2.17610207833515,-2.17610207833515,-2.17610207833515,-2.17610207833515,-2.17610207833515,-2.17610207833515,-2.17610207833515,-2.17610207833515
"20",1.29218121503044,1.29218121503044,1.29218121503044,1.29218121503044,1.29218121503044,1.29218121503044,1.29218121503044,1.29218121503044
"21",-0.518110373632428,-0.518110373632428,-0.518110373632428,-0.518110373632428,-0.518110373632428,-0.518110373632428,-0.518110373632428,-0.518110373632428
"22",5.16236912321214,5.16236912321214,5.16236912321214,5.16236912321214,5.16236912321214,5.16236912321214,5.16236912321214,5.16236912321214
"23",6.12441093472663,6.12441093472663,6.12441093472663,6.12441093472663,6.12441093472663,6.12441093472663,6.12441093472663,6.12441093472663
"24",9.41009421419354,9.41009421419354,9.41009421419354,9.41009421419354,9.41009421419354,9.41009421419354,9.41009421419354,9.41009421419354
"25",3.61159597624651,3.61159597624651,3.61159597624651,3.61159597624651,3.61159597624651,3.61159597624651,3.61159597624651,3.61159597624651
"26",-0.985934530150018,-0.985934530150018,-0.985934530150018,-0.985934530150018,-0.985934530150018,-0.985934530150018,-0.985934530150018,-0.985934530150018
"27",4.67054054012986,4.67054054012986,4.67054054012986,4.67054054012986,4.67054054012986,4.67054054012986,4.67054054012986,4.67054054012986
"28",8.68907430786806,8.68907430786806,8.68907430786806,8.68907430786806,8.68907430786806,8.68907430786806,8.68907430786806,8.68907430786806
"29",8.38756070841997,8.38756070841997,8.38756070841997,8.38756070841997,8.38756070841997,8.38756070841997,8.38756070841997,8.38756070841997
"30",4.42071182704938,4.42071182704938,4.42071182704938,4.42071182704938,4.42071182704938,4.42071182704938,4.42071182704938,4.42071182704938
"31",2.72476548899009,2.72476548899009,2.72476548899009,2.72476548899009,2.72476548899009,2.72476548899009,2.72476548899009,2.72476548899009
"32",1.87610883014147,1.87610883014147,1.87610883014147,1.87610883014147,1.87610883014147,1.87610883014147,1.87610883014147,1.87610883014147
"33",6.4494141282419,6.4494141282419,6.4494141282419,6.4494141282419,6.4494141282419,6.4494141282419,6.4494141282419,6.4494141282419
"34",3.65574144539016,3.65574144539016,3.65574144539016,3.65574144539016,3.65574144539016,3.65574144539016,3.65574144539016,3.65574144539016
"35",-6.15431398175983,-6.15431398175983,-6.15431398175983,-6.15431398175983,-6.15431398175983,-6.15431398175983,-6.15431398175983,-6.15431398175983
"36",-5.30864494220162,-5.30864494220162,-5.30864494220162,-5.30864494220162,-5.30864494220162,-5.30864494220162,-5.30864494220162,-5.30864494220162
"37",-9.02396349499771,-9.02396349499771,-9.02396349499771,-9.02396349499771,-9.02396349499771,-9.02396349499771,-9.02396349499771,-9.02396349499771
"38",7.31703707295345,7.31703707295345,7.31703707295345,7.31703707295345,7.31703707295345,7.31703707295345,7.31703707295345,7.31703707295345
"39",-2.12692708163152,-2.12692708163152,-2.12692708163152,-2.12692708163152,-2.12692708163152,-2.12692708163152,-2.12692708163152,-2.12692708163152
"40",7.37991635424683,7.37991635424683,7.37991635424683,7.37991635424683,7.37991635424683,7.37991635424683,7.37991635424683,7.37991635424683
"41",5.90211806696872,5.90211806696872,5.90211806696872,5.90211806696872,5.90211806696872,5.90211806696872,5.90211806696872,5.90211806696872
"42",-6.93284336561333,-6.93284336561333,-6.93284336561333,-6.93284336561333,-6.93284336561333,-6.93284336561333,-6.93284336561333,-6.93284336561333
"43",-6.41025376450603,-6.41025376450603,-6.41025376450603,-6.41025376450603,-6.41025376450603,-6.41025376450603,-6.41025376450603,-6.41025376450603
"44",-7.22211337120139,-7.22211337120139,-7.22211337120139,-7.22211337120139,-7.22211337120139,-7.22211337120139,-7.22211337120139,-7.22211337120139
"45",-1.70499325227635,-1.70499325227635,-1.70499325227635,-1.70499325227635,-1.70499325227635,-1.70499325227635,-1.70499325227635,-1.70499325227635
"46",-16.2645242986277,-16.2645242986277,-16.2645242986277,-16.2645242986277,-16.2645242986277,-16.2645242986277,-16.2645242986277,-16.2645242986277
"47",4.09324828428453,4.09324828428453,4.09324828428453,4.09324828428453,4.09324828428453,4.09324828428453,4.09324828428453,4.09324828428453
"48",-0.299732222909806,-0.299732222909806,-0.299732222909806,-0.299732222909806,-0.299732222909806,-0.299732222909806,-0.299732222909806,-0.299732222909806
